user_id,transaction_date,month_key,amount,category,merchant,is_subscription,credit_score_impact_category,archetype,spending_velocity_7d,risk_score,is_fraud_flag
user_104,2024-02-08,2024-02,64.5663946484293,gas_transport,HighEndClub,False,positive,Strategic,1305.6340742316972,0.02372316861143755,0
user_109,2024-05-12,2024-05,399.49935125616395,health_fitness,Netflix,False,neutral,Conservative,579.9460932654429,0.10386132409423234,0
user_110,2024-03-15,2024-03,61.0910917423764,grocery_pos,Netflix,False,neutral,Frugal,974.0976477133612,0.2865045391052078,0
premium_user,2024-06-26,2024-06,110.57977377162362,subscriptions,Apple,True,positive,Impulsive,628.541464872167,0.2149329522118903,0
user_107,2024-05-19,2024-05,248.45679806020104,food_out,Nike,False,neutral,Frugal,972.2233399304819,0.02503795775667692,0
user_110,2024-07-07,2024-07,492.3621473753104,health_fitness,Apple,False,positive,Impulsive,880.6875072510474,0.25603327907972745,0
user_107,2024-07-11,2024-07,379.83455618318385,shopping_net,Spotify,False,positive,Conservative,228.69652491307724,0.12557306742800364,0
premium_user,2024-03-04,2024-03,347.06639267356337,subscriptions,Netflix,False,negative,Strategic,1271.6643677333755,0.07771156525705271,0
user_105,2024-02-29,2024-02,91.85049054342326,shopping_net,Walmart,False,neutral,Frugal,178.95185145496657,0.1215012756865525,0
user_111,2024-07-01,2024-07,230.1861103906199,gas_transport,GasStation,False,negative,Conservative,579.9726609032746,0.2093546631820821,0
user_104,2024-01-11,2024-01,333.5769866347747,shopping_net,Starbucks,True,neutral,Frugal,1361.2400868149723,0.13290638152898462,0
user_101,2024-04-29,2024-04,124.67606968876773,gas_transport,Apple,False,positive,Conservative,1816.26054765871,0.2862335554697818,0
test_subject,2024-03-05,2024-03,362.18044052286797,shopping_net,Amazon,True,positive,Impulsive,1973.071628676191,0.18656769919656027,0
premium_user,2024-02-21,2024-02,317.90664726727726,gas_transport,Nike,False,positive,Conservative,183.11243900981069,0.24051667102331598,0
user_111,2024-06-17,2024-06,219.89059501536192,grocery_pos,SuperStore,False,neutral,Impulsive,919.375288624689,0.11976289593000622,0
user_103,2024-08-18,2024-08,18.92937048877178,utilities,Netflix,False,positive,Conservative,1693.602521741742,0.03258056059167162,0
user_112,2024-01-12,2024-01,327.72679735360623,entertainment,Apple,False,positive,Conservative,1058.8405933846373,0.24929132788943764,0
user_105,2024-05-03,2024-05,281.70655091325335,grocery_pos,Nike,False,positive,Impulsive,748.4749824856513,0.12397223764032762,0
user_106,2024-03-08,2024-03,233.77473005836924,utilities,SuperStore,False,neutral,Strategic,1501.5234849765247,0.05210113172326512,0
user_111,2024-08-24,2024-08,43.14139564394192,grocery_pos,SuperStore,False,positive,Impulsive,1743.9491678486565,0.07837868470784044,0
user_105,2024-01-20,2024-01,315.23253290143,gas_transport,Spotify,True,negative,Frugal,914.6657237082918,0.06197775395538337,0
test_subject,2024-06-23,2024-06,427.6743331280108,health_fitness,Netflix,False,positive,Impulsive,559.9754235309174,0.09377806669737683,0
user_114,2024-01-31,2024-01,214.8174344756292,food_out,Amazon,True,neutral,Frugal,872.038868204266,0.23099661297408336,0
user_113,2024-06-03,2024-06,126.63769981971619,entertainment,Netflix,False,positive,Frugal,350.25783016892296,0.11417928578900727,0
test_subject,2024-09-08,2024-09,453.49429500036945,shopping_net,Walmart,False,neutral,Strategic,567.532650561679,0.13815391376243244,0
user_112,2024-05-18,2024-05,458.1888919838341,utilities,Starbucks,False,neutral,Frugal,402.1717155276459,0.26844694060738766,0
user_101,2024-02-25,2024-02,317.04407373005296,food_out,Walmart,False,positive,Frugal,1435.2409065496781,0.1635680480715826,0
user_104,2024-07-13,2024-07,370.4807334053394,food_out,Hulu,False,positive,Frugal,729.6429305899152,0.17004814310691369,0
user_105,2024-05-02,2024-05,236.73938674107478,grocery_pos,HighEndClub,False,neutral,Conservative,820.0755284913158,0.2975046482645465,0
demo_user,2024-07-20,2024-07,267.15167800844046,subscriptions,Starbucks,False,neutral,Frugal,640.5805396723334,0.04726688039323251,0
user_108,2024-01-16,2024-01,261.2923905341376,grocery_pos,Walmart,False,neutral,Frugal,351.68989264553727,0.0505714659499702,0
user_112,2024-06-27,2024-06,425.7736954668948,entertainment,Spotify,False,positive,Impulsive,573.8933942872252,0.20192289836728894,0
user_114,2024-01-01,2024-01,369.8970341618943,subscriptions,GasStation,False,neutral,Frugal,856.3001928630279,0.008444019974475202,0
user_101,2024-09-04,2024-09,344.5734063473605,gas_transport,Hulu,False,positive,Conservative,455.1046636839273,0.08790086235799956,0
user_108,2024-05-30,2024-05,419.0041190456023,shopping_net,GasStation,False,positive,Frugal,155.3187132236905,0.0053895792673202105,0
premium_user,2024-06-26,2024-06,110.57466910768183,utilities,Spotify,False,positive,Strategic,1401.2974887880216,0.19316882673069677,0
premium_user,2024-02-28,2024-02,331.35616569142576,grocery_pos,SuperStore,False,negative,Frugal,1386.1051407292325,0.08541500628700689,0
user_111,2024-06-10,2024-06,192.988733571636,health_fitness,GasStation,False,neutral,Frugal,1598.4840533464985,0.1293055419609932,0
user_110,2024-03-30,2024-03,405.3986172289033,gas_transport,Starbucks,True,positive,Impulsive,331.1714351545851,0.2919206414807584,0
user_107,2024-01-15,2024-01,456.76030394457575,gas_transport,Nike,False,positive,Impulsive,975.5071561939496,0.07891377038686642,0
user_111,2024-04-08,2024-04,107.66240892206703,utilities,GasStation,True,positive,Frugal,1282.4485752968967,0.2644177100559129,0
user_110,2024-08-21,2024-08,288.9368112126924,gas_transport,Spotify,False,neutral,Strategic,1891.6597783490238,0.006282867911885748,0
user_107,2024-05-11,2024-05,59.118831506456424,entertainment,SuperStore,True,neutral,Frugal,1465.576428656945,0.047450609066410805,0
test_subject,2024-05-19,2024-05,173.1613161243324,grocery_pos,Netflix,False,neutral,Strategic,673.4066510186667,0.08060173943663028,0
user_114,2024-07-17,2024-07,272.2261957159483,health_fitness,Netflix,False,neutral,Frugal,494.70567852358585,0.2775793628917996,0
user_103,2024-09-21,2024-09,376.50345150929684,gas_transport,Apple,False,neutral,Strategic,1347.1339045475333,0.15425318958649625,0
user_102,2024-02-05,2024-02,64.10482567384568,gas_transport,Hulu,False,positive,Impulsive,1648.2239075306163,0.12013071844188657,0
user_109,2024-07-16,2024-07,494.9514310773019,utilities,Netflix,False,neutral,Frugal,650.8499624137806,0.2535586316430728,0
user_104,2024-01-27,2024-01,342.27801940167643,subscriptions,HighEndClub,False,positive,Impulsive,150.56424584209122,0.14062300332087754,0
user_109,2024-01-16,2024-01,286.8192829206599,gas_transport,GasStation,False,positive,Conservative,1522.5658385923443,0.07952088201042107,0
user_104,2024-09-11,2024-09,380.80459925177894,gas_transport,Amazon,False,positive,Frugal,1393.8679291232063,0.2580685222692019,0
user_105,2024-08-27,2024-08,387.1438419520993,grocery_pos,Nike,True,neutral,Impulsive,1569.7086611454808,0.009336757667661589,0
user_113,2024-07-11,2024-07,111.04820337900476,entertainment,HighEndClub,False,positive,Strategic,1084.0702455093892,0.01857964124306526,0
user_113,2024-04-21,2024-04,272.96411258103944,subscriptions,GasStation,False,neutral,Conservative,834.3550539008556,0.17658257127686855,0
user_104,2024-02-25,2024-02,271.5203600215479,food_out,HighEndClub,False,neutral,Conservative,854.4217138836103,0.23102572092389723,0
user_110,2024-05-29,2024-05,425.84203614519095,entertainment,Apple,False,neutral,Strategic,240.69274238890605,0.01779889014832321,0
user_110,2024-04-13,2024-04,457.9488415620953,utilities,Hulu,False,neutral,Conservative,407.72508355946,0.22359163600966453,0
demo_user,2024-04-15,2024-04,454.19067493524415,subscriptions,Apple,False,neutral,Frugal,1017.1872729992659,0.19286682290168902,0
user_114,2024-07-02,2024-07,267.004216790159,utilities,Hulu,False,neutral,Frugal,1736.6237274490773,0.13159337427281864,0
user_105,2024-02-16,2024-02,146.81735206990749,health_fitness,HighEndClub,False,neutral,Frugal,576.8178457618293,0.1768752905385446,0
premium_user,2024-05-16,2024-05,447.36587493547637,gas_transport,Amazon,False,positive,Conservative,1500.2797806487777,0.024454054843794502,0
user_101,2024-06-28,2024-06,215.22788297753067,gas_transport,Apple,False,positive,Frugal,1186.6563709424906,0.12518271120597163,0
demo_user,2024-01-19,2024-01,353.3401458507062,subscriptions,Amazon,False,neutral,Conservative,361.1399892976948,0.2996312123873846,0
user_106,2024-01-17,2024-01,437.7027125390394,grocery_pos,Starbucks,False,positive,Strategic,1743.3892610245289,0.19649503658885217,0
user_109,2024-06-13,2024-06,22.2629341753684,utilities,Netflix,False,neutral,Conservative,1549.6129384785404,0.17999564120744277,0
user_109,2024-09-21,2024-09,108.59100565701658,grocery_pos,Apple,False,neutral,Impulsive,125.65636969410747,0.2934206734950633,0
user_111,2024-07-24,2024-07,473.1337594273542,subscriptions,Hulu,False,positive,Frugal,1144.6258822241964,0.29833022083782534,0
user_103,2024-08-11,2024-08,383.7790582246299,shopping_net,Nike,False,neutral,Frugal,1175.7069403120186,0.17424995067793086,0
user_106,2024-04-16,2024-04,123.93518715764172,grocery_pos,Spotify,False,neutral,Impulsive,1501.1813237859617,0.129947633641338,0
user_109,2024-08-03,2024-08,345.66096435260056,health_fitness,HighEndClub,False,neutral,Frugal,1507.406450976541,0.2931798593262872,0
user_109,2024-06-24,2024-06,327.14952487716516,health_fitness,Amazon,False,negative,Conservative,1554.6817291014079,0.21357573455815662,0
user_102,2024-07-04,2024-07,276.66608422479527,shopping_net,Nike,False,positive,Strategic,784.6776765997914,0.2501661225509461,0
user_106,2024-05-27,2024-05,33.772237504972225,entertainment,GasStation,False,positive,Strategic,866.2350178510839,0.28118570207663046,0
user_108,2024-04-30,2024-04,245.55274374546423,entertainment,Spotify,False,negative,Strategic,1930.274288235667,0.0782733524263506,0
user_113,2024-03-09,2024-03,230.49645722401965,grocery_pos,Apple,False,neutral,Frugal,804.1208845515616,0.16028951704779784,0
user_103,2024-07-30,2024-07,436.12076511820425,entertainment,Spotify,False,negative,Strategic,1222.6696567812467,0.0023816430668288312,0
user_106,2024-03-05,2024-03,272.7191142245312,entertainment,Nike,False,neutral,Frugal,756.1854334124973,0.2867503282773568,0
user_104,2024-07-05,2024-07,316.2786302401008,shopping_net,Walmart,False,positive,Conservative,1021.6563922588039,0.027231235176296175,0
user_103,2024-07-22,2024-07,300.71698939864285,shopping_net,Netflix,False,neutral,Strategic,562.7619171052763,0.006374643588310969,0
user_111,2024-02-27,2024-02,428.6612428695198,gas_transport,Starbucks,False,positive,Conservative,998.781050432427,0.2704822567327166,0
user_113,2024-06-16,2024-06,456.93905838522016,entertainment,GasStation,False,neutral,Impulsive,1537.55744975195,0.17052917882264765,0
test_subject,2024-05-15,2024-05,77.85130981954583,shopping_net,SuperStore,False,negative,Frugal,1185.5702416166278,0.1562956743990022,0
premium_user,2024-07-27,2024-07,180.07424117951845,food_out,Spotify,False,positive,Impulsive,531.6741664636588,0.28153539944963374,0
user_112,2024-08-18,2024-08,126.2304061601306,grocery_pos,Hulu,False,neutral,Frugal,1335.5669783655173,0.26258875010523175,0
user_113,2024-05-07,2024-05,190.9693952130879,health_fitness,Walmart,False,positive,Impulsive,1352.2930055631975,0.06997619086298477,0
user_106,2024-04-09,2024-04,60.50225796639472,grocery_pos,Netflix,False,neutral,Conservative,1244.866901467371,0.06208062664554228,0
user_101,2024-08-27,2024-08,343.70363330095296,grocery_pos,Netflix,False,negative,Strategic,1638.3922028287714,0.2524223562109563,0
user_102,2024-01-30,2024-01,239.64041273436422,shopping_net,SuperStore,False,positive,Conservative,1096.794589072002,0.10822379489339247,0
user_103,2024-03-19,2024-03,278.31505521264893,utilities,Spotify,False,positive,Conservative,868.8369292120731,0.030552194035027423,0
user_111,2024-07-24,2024-07,32.74392408669603,shopping_net,Spotify,False,neutral,Impulsive,107.74634459791632,0.24644668847330725,0
test_subject,2024-05-19,2024-05,385.44551485175106,food_out,Apple,True,positive,Frugal,782.3185776766738,0.2814869104398595,0
user_107,2024-03-30,2024-03,225.58314099576546,subscriptions,GasStation,False,positive,Frugal,1697.2993192491856,0.12801536832437113,0
user_105,2024-04-08,2024-04,213.4333288237733,grocery_pos,Hulu,False,positive,Strategic,1807.5661352234877,0.26678479963829854,0
user_114,2024-08-06,2024-08,423.20797546021373,entertainment,Hulu,False,positive,Conservative,1577.242065003258,0.0649848385274506,0
user_113,2024-07-03,2024-07,213.91838960595362,grocery_pos,Walmart,False,positive,Impulsive,109.99103898462741,0.013222004450612501,0
user_102,2024-07-08,2024-07,485.41970528697584,utilities,Nike,False,neutral,Frugal,1569.011513627573,0.08551201625229905,0
user_109,2024-01-09,2024-01,409.96786313976503,entertainment,GasStation,True,positive,Conservative,1282.4499203003006,0.07434392024464657,0
user_104,2024-03-02,2024-03,401.3672754714606,entertainment,Nike,False,neutral,Conservative,1463.6724313326008,0.29511287378000284,0
user_114,2024-09-11,2024-09,477.47824519123714,gas_transport,Starbucks,False,positive,Strategic,1079.7139653761633,0.1315946396147433,0
user_103,2024-04-02,2024-04,34.4023882444237,food_out,GasStation,False,positive,Strategic,596.4437038021229,0.25731317460373015,0
user_112,2024-02-18,2024-02,462.21408270862247,utilities,Starbucks,False,negative,Strategic,1397.3545631915156,0.2130420848321846,0
user_114,2024-04-10,2024-04,6.837931551065106,food_out,Apple,False,neutral,Strategic,1099.5755463470841,0.26087092884548563,0
user_108,2024-09-15,2024-09,427.81806441188786,grocery_pos,Nike,False,neutral,Frugal,1046.713620248226,0.2894321124247292,0
user_109,2024-02-11,2024-02,452.2889307584692,gas_transport,Walmart,False,neutral,Frugal,1348.5835328004796,0.22469590179183407,0
demo_user,2024-04-16,2024-04,474.9330959644961,gas_transport,GasStation,False,negative,Impulsive,1160.2793266389333,0.20572252962188883,0
user_105,2024-07-16,2024-07,403.17807820470404,subscriptions,Nike,False,negative,Impulsive,782.0020585164749,0.29296534962505183,0
user_107,2024-05-23,2024-05,315.241478713911,food_out,Nike,False,positive,Impulsive,1170.6929396305711,0.03096175532099984,0
user_106,2024-08-18,2024-08,372.3989538819102,subscriptions,Spotify,False,positive,Impulsive,1649.0490925397228,0.2981025575367346,0
test_subject,2024-08-07,2024-08,381.2023039006872,health_fitness,Apple,False,neutral,Conservative,274.7150333873226,0.047669357636627885,0
user_104,2024-09-04,2024-09,240.33122708767968,subscriptions,HighEndClub,False,positive,Strategic,918.1400643675674,0.017020290175606467,0
user_108,2024-02-13,2024-02,253.2047864447739,entertainment,SuperStore,False,positive,Frugal,1122.1392051292087,0.03896797806602622,0
premium_user,2024-01-19,2024-01,381.9150785709749,gas_transport,Walmart,False,neutral,Strategic,687.2624203426664,0.1736809559739259,0
user_113,2024-03-11,2024-03,270.720072557023,health_fitness,Apple,False,neutral,Impulsive,863.0004944732397,0.23558128400077513,0
test_subject,2024-07-31,2024-07,199.34005643826293,subscriptions,Spotify,True,positive,Frugal,880.0928151504963,0.030086095930161302,0
user_107,2024-04-15,2024-04,329.26704353783384,health_fitness,Amazon,False,neutral,Conservative,1145.6045224126158,0.16436080533743527,0
user_101,2024-02-02,2024-02,370.4446874166748,entertainment,Spotify,False,positive,Strategic,1670.9612733787899,0.2125792789700893,0
user_103,2024-05-04,2024-05,130.62807788230012,entertainment,Apple,False,positive,Frugal,849.7014789879508,0.17098598136099624,0
premium_user,2024-08-20,2024-08,203.33599284531232,food_out,Walmart,False,negative,Strategic,1809.5758630289683,0.11556180893992031,0
